timestamps	index	text	role	label	video	stage	gender	subject
00:04:47,020 --> 00:04:49,680	44475	\u53d8\u5f02，\u7269\u79cd\u662f\u53d8\u5f02\u7684\u5bf9\u5427	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:04:50,070 --> 00:04:50,440	44476	\u8fd8\u6709\u5462	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:04:54,000 --> 00:04:55,060	44478	\u81ea\u7136\u9009\u62e9\u9002\u8005\u751f\u5b58	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:04:55,070 --> 00:04:57,480	44479	\u8fd8\u6709\u4f60\u770b，\u8fd8\u6709\u6ca1\u6709\u4e86	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:04:58,550 --> 00:05:01,870	44481	\u7b2c\u5341\u56db\u7ae0\u4f60\u770b\u5230\u6ca1\u6709	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:05:13,920 --> 00:05:28,140	44484	\u90a3\u4e48\u4eb2\u7f18\u5173\u7cfb\u8bf4\u660e\u4ed6\u4eec\u5e72\u4ec0\u4e48，\u751f\u7269\u6216\u8005\u7269\u79cd\u4e4b\u95f4\u6709\u8054\u7cfb\u5bf9\u5427，\u6211\u4eec\u518d\u770b\u53f3\u8fb9\u7684\u6811，\u6216\u8005\u8fdb\u5316\u7684\u6570\u8c31，\u4f60\u5927\u6982\u80fd\u5f97\u51fa\u4ec0\u4e48，\u6700\u65e9\u7684\u662f\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:05:28,150 --> 00:05:29,620	44486	\u771f\u6838、\u539f\u6838	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:05:33,880 --> 00:05:36,110	44488	\u8bf4\u660e\u8fdb\u5316\u7684\u89c4\u5f8b\u662f\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:05:39,060 --> 00:05:39,780	44490	\u7531\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:05:41,370 --> 00:05:43,320	44492	\u7531\u7b80\u5355\u5230\u590d\u6742	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:05:43,330 --> 00:05:45,200	44493	\u597d，\u6765\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_51	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:31:34,430 --> 00:31:44,070	45002	\u81ea\u7531\u7684，\u4f60\u662f\u81ea\u7531\u7684，\u662f\u65e0\u62d8\u65e0\u675f\u7684，\u662f\u8c01\u90fd\u7ba1\u4e0d\u5230\u6211\u7684，\u8001\u5e08\u4e5f\u7ba1\u4e0d\u4e86\u6211\u5bf9\u5427，\u5bb6\u957f\u4e5f\u7ba1\u4e0d\u4e86\u6211，\u6211\u60f3\u5e72\u561b\u5c31\u5e72\u561b	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:31:53,660 --> 00:32:01,390	45004	\u8fd9\u662f\u56fe\u753b\u5f97\u5f88\u597d，\u975e\u5e38\u6709\u7279\u8272，\u6211\u4eec\u8981\u5bf9\u5427，\u8868\u626c\u4e00\u4e0b[\u59d3\u540d]\u540c\u5b66，\u6211\u4eec\u9f13\u638c\u597d\u4e0d\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:32:05,800 --> 00:32:20,700	45006	\u597d\u6211\u4eec\u518d\u627e\u4e00\u4e2a，\u770b\u4e00\u4e0b\u540c\u5b66\u4eec\u5b8c\u6210\u7684\u90fd\u5f88\u597d，\u8fd9\u662f[\u59d3\u540d]，[\u59d3\u540d]\u8fd9\u4e2a\u5927\u5bb6\u53ef\u4ee5\u770b\u4e00\u4e0b，\u5c31\u753b\u7684\u6709\u70b9\u592a\u7b80\u5355\u4e86\u662f\u5427	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:32:20,710 --> 00:32:27,510	45008	\u4f60\u770b\u8fd9\u4e2a\u5c0f\u4eba\u753b\u7684\u592a\u6709\u7279\u8272\u4e86，\u597d\u6211\u4eec\u6765\u770b\u4e00\u4e0b\u8fd9\u4e00\u6bb5\u63cf\u5199	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:32:45,350 --> 00:33:01,080	45010	\u4ead\u5b50\u5468\u56f4\u79cd\u7740\u51e0\u68f5\u67f3\u6811，\u6811\u7684\u6811\u53f6\u968f\u98ce\u6f02\u6d6e，\u4e00\u7fa4\u7ae5\u5b50\u5728\u6c82\u6c34\u4e2d\u6e38\u6cf3，\u76f8\u4e92\u5b09\u620f\u73a9\u800d，\u5929\u8272\u6e10\u6697，\u4eba\u4e5f\u7565\u663e\u75b2\u5026，\u5c31\u4e00\u8def\u54fc\u7740\u6b4c\u56de\u5bb6\u53bb\u4e86	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:33:01,480 --> 00:33:04,710	45011	\u5199\u7684\u662f\u4e0d\u662f\u5f88\u7f8e\u597d，\u63cf\u5199\u5f97\u975e\u5e38\u7f8e\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:33:04,720 --> 00:33:08,840	45012	\u8fd9\u6837\u7684\u60c5\u51b5\u4e0b\u6709\u8c01，\u6709\u8c01\u4e0d\u5411\u5f80\u8fd9\u6837\u7684\u751f\u6d3b	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:33:10,090 --> 00:33:19,860	45013	\u6211\u4eec\u770b\u8fd9\u4e00\u6bb5\u7684\u63cf\u5199\u662f\u4e0d\u662f\u5f88\u597d，\u8bed\u8a00\u5f88\u6d41\u7545\u662f\u5427，\u800c\u4e14\u628a\u66fe\u66e6\u6240\u63cf\u7ed8\u7684\u753b\u9762，\u57fa\u672c\u4e0a\u90fd\u5305\u542b\u5728\u5185\u4e86	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:33:19,860 --> 00:33:22,660	45015	\u597d，\u540c\u5b66\u4eec\u505a\u7684\u90fd\u5f88\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:33:31,330 --> 00:33:33,670	45017	\u597d，\u90a3\u4e48\u518d\u56de\u5230\u6211\u4eec\u8fd9\u4e2a\u95ee\u9898	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:33:34,060 --> 00:33:46,730	45018	\u6211\u4eec\u63cf\u7ea2\u4e86\u6c82\u6c34\u6625\u98ce\u56fe\u666f\u4e4b\u540e，\u6211\u4eec\u80fd\u4e0d\u80fd\u8c08\u4e00\u8c08，\u5b54\u5b50\u8d5e\u540c\u66fe\u66e6\u7684\u4ec0\u4e48\u539f\u56e0，\u8fd9\u4e2a\u65f6\u5019\u662f\u4e0d\u662f\u6211\u4eec\u5c31\u5fc3\u91cc\u9762，\u8fd9\u4e2a\u7b54\u6848\u5df2\u7ecf\u51fa\u6765\u4e86	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:33:51,960 --> 00:33:54,200	45021	\u4e3a\u4ec0\u4e48，\u5b54\u5b50\u4e3a\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:33:54,210 --> 00:33:55,440	45022	\u597d[\u59d3\u540d]\u4f60\u6765	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:34:16,650 --> 00:34:19,520	45024	\u6700\u7ec8\u8fbe\u5230\u4e00\u4e2a\u4ec0\u4e48\u6837\u7684\u72b6\u6001\u7406\u60f3\u72b6\u6001	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:34:23,240 --> 00:34:33,010	45026	\u5929\u4e0b\u592a\u5e73\u5b89\u5b9a，\u4eba\u6c11\u751f\u6d3b\u5b89\u5c45\u4e50\u4e1a，\u4eba\u6c11\u5e78\u798f\u5ea6\u6bd4\u8f83\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:34:33,270 --> 00:34:34,400	45027	\u9ad8，\u662f\u5427	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:34:34,570 --> 00:34:41,590	45028	\u8fd9\u662f\u5b54\u5b50\u4e00\u751f\u90fd\u5728\u8ffd\u6c42\u7684\u4ec0\u4e48，\u4eba\u751f\u7406\u60f3\u4e00\u751f\u90fd\u5728\u8ffd\u6c42\u7684\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:34:42,770 --> 00:34:45,360	45029	\u7406\u60f3\u738b\u56fd，\u4eba\u751f\u76ee\u6807	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:34:45,370 --> 00:34:46,240	45030	\u597d，\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:34:46,250 --> 00:34:48,040	45031	\u5927\u5bb6\u770b\u662f\u4e0d\u662f\u8bb2\u7684\u5f88\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:34:48,980 --> 00:34:55,270	45032	\u6240\u4ee5\u66fe\u66e6，\u867d\u7136\u6ca1\u6709\u76f4\u63a5\u8bf4\u51fa\u6765\u4ed6\u7684\u7406\u60f3\u7684\u4ec0\u4e48，\u793e\u4f1a\u662f\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_52	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:00:27,280 --> 00:00:27,850	45124	﻿\u4e0a\u8bfe	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:00:32,080 --> 00:00:34,020	45127	\u540c\u5b66\u4eec\u597d，\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:00:36,040 --> 00:00:41,500	45128	\u524d\u4e24\u8282\u8bfe\u6211\u4eec\u5df2\u7ecf\u5b66\u4e60\u4e86\u4e24\u7bc7\u5c0f\u8bf4\u7684\u60c5\u8282\u548c\u4eba\u7269	\u6559\u5e08	\u603b\u7ed3	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:00:41,510 --> 00:00:55,910	45129	\u90a3\u4e48\u8fd9\u8282\u8bfe\u6211\u4eec\u6765\u5b66\u4e60\u8fd9\u7bc7\u5c0f\u8bf4\u7684\u666f\u7269\u63cf\u5199，\u90a3\u4e48\u6211\u4e3a\u8fd9\u8282\u8bfe\u8d77\u4e86\u4e00\u4e2a\u9898\u76ee，\u53eb\u96ea\u843d\u65e0\u58f0\u5904，\u54c1\u6797\u6559\u5934\u98ce\u96ea\u5c71\u795e\u5e99\u795d\u798f\u4e2d\u7684\u96ea\u5473	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:00:56,640 --> 00:01:06,440	45131	\u73b0\u5728\u7684\u6d3b\u52a8\u4f9d\u6b21\u8fdb\u884c，\u90a3\u4e48\u9996\u5148\u6709\u8fd9\u6837\u7684\u4e00\u4e2a\u60c5\u5883，\u90a3\u4e48\u5fae\u7535\u5f71\u5927\u8d5b\u8981\u542f\u5e55\u4e86	\u6559\u5e08	\u6fc0\u53d1\u5174\u8da3	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:01:06,720 --> 00:01:14,030	45132	\u4f60\u4eec\u5728\u5ea7\u7684\u540c\u5b66，\u51c6\u5907\u62cd\u6444\u6797\u6559\u5934\u98ce\u96ea\u5c71\u795e\u5e99，\u548c\u795d\u798f\u4e24\u90e8\u5fae\u7535\u5f71\u6765\u53c2\u8d5b	\u6559\u5e08	\u6fc0\u53d1\u5174\u8da3	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:01:14,460 --> 00:01:25,850	45133	\u73b0\u5728\u6709\u4e00\u4e2a\u8981\u6c42，\u7ed9\u4f60\u4eec\u4e00\u4e2a\u4efb\u52a1，\u4f60\u4eec\u9996\u5148\u5728\u62cd\u6444\u7535\u5f71\u4e4b\u524d，\u8981\u51c6\u5907\u597d\u573a\u666f\u7684\u5e03\u7f6e\u548c\u9053\u5177\u7684\u5b89\u6392	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:01:26,310 --> 00:01:40,310	45134	\u90a3\u4e48\u73b0\u5728\u4f60\u4eec\u4f5c\u4e3a\u5bfc\u6f14，\u5047\u5982\u8bf4\u4f60\u662f\u5bfc\u6f14，\u4f60\u544a\u8bc9\u5927\u5bb6\u54ea\u4e9b\u573a\u666f\u6216\u9053\u5177\u662f\u5fc5\u4e0d\u53ef\u5c11\u7684，\u5e76\u4e14\u8bf4\u660e\u4e00\u4e0b\u81ea\u5df1\u7684\u7406\u7531	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:01:41,530 --> 00:01:56,240	45135	\u6765\u81ea\u5df1\u53ef\u4ee5\u601d\u8003\u4e00\u4e0b\u8fd9\u4e2a\u95ee\u9898，\u6839\u636e\u4f60\u5bf9\u60c5\u8282\u548c\u4eba\u7269\u7684\u4e86\u89e3，\u90a3\u4e48\u4f60\u6765\u4f60\u6765\u601d\u8003\u4e00\u4e0b，\u54ea\u4e9b\u573a\u666f\u548c\u9053\u5177\u5728\u62cd\u6444\u8fd9\u90e8\u5fae\u7535\u5f71\u7684\u65f6\u5019，\u662f\u5fc5\u4e0d\u53ef\u5c11\u7684\u5462	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:02:11,570 --> 00:02:21,060	45136	\u597d\u540c\u5b66\u4eec\u5e94\u8be5\u6709\u60f3\u6cd5\u4e86，\u73b0\u5728\u6211\u4eec\u7ed9\u5927\u5bb6\u4e00\u4e2a\u673a\u4f1a，\u770b\u770b\u8c01\u80fd\u591f\u5148\u6765\u56de\u7b54	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:02:25,290 --> 00:02:27,820	45137	\u597d[\u59d3\u540d]	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:02:31,200 --> 00:02:35,450	45138	\u597d\u4f60\u89c9\u5f97\u5728\u62cd\u6444\u5f53\u4e2d，\u54ea\u4e9b\u9053\u5177\u548c\u573a\u666f\u662f\u5fc5\u4e0d\u53ef\u5c11\u7684	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:02:41,370 --> 00:02:45,480	45140	\u674e\u5c0f\u4e8c\u7684\u9152\u5e97，\u56e0\u4e3a\u5b83\u5728\u60c5\u8282\u4e0a\u662f\u4e00\u4e2a\u5f88\u5173\u952e\u7684\u5730\u65b9	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:04:14,620 --> 00:04:19,130	45150	\u597d，[\u59d3\u540d]\u540c\u5b66\u5bf9\u6587\u7ae0\u7684\u5185\u5bb9\u975e\u5e38\u7684\u719f\u6089	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:04:19,140 --> 00:04:27,940	45151	\u90a3\u4e48\u4e5f\u5c31\u662f\u8bf4\u7b80\u77ed\u7684\u6765\u8bf4，\u8fd9\u4e00\u5e15\u5b50\u7269\u4e8b\u5176\u5b9e\u5c31\u662f\u9646\u865e\u4faf\u7528\u6765\u8d3f\u8d42\u7ba1\u8425\u548c\u5dee\u62e8\u7684\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:04:30,130 --> 00:04:39,860	45153	\u90a3\u4e48\u5c31\u662f\u8bf4\u662f\u56e0\u4e3a\u6709\u8fd9\u4e00\u5e15\u5b50\u7269\u4e8b，\u6240\u4ee5\u624d\u8ba9\u674e\u5c0f\u4e8c\u4ea7\u751f\u4e86\u4ec0\u4e48，\u6000\u7591，\u4e5f\u5c31\u662f\u8bf4\u5728\u60c5\u8282\u4e0a\u662f\u6709\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:04:40,170 --> 00:04:42,210	45155	\u6697\u793a\u7684，\u6709\u63a8\u52a8\u7684，\u662f\u4e0d\u662f	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:04:42,800 --> 00:04:43,810	45156	\u597d，\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:04:45,870 --> 00:05:15,840	45157	\u597d\u8fd8\u6709\u54ea\u4e9b\u540c\u5b66\u6709\u8865\u5145，[\u59d3\u540d]\u597d\u4f60\u7ee7\u7eed\u6765\u544a\u8bc9\u5927\u5bb6，\u54ea\u4e9b\u573a\u666f\u548c\u9053\u5177\u662f\u5fc5\u4e0d\u53ef\u5c11\u7684，\u5e76\u4e14\u7b80\u77ed\u7684\u8bf4\u660e\u7406\u7531\u597d\u5427	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:05:32,470 --> 00:05:40,520	45161	\u753b\u9f99\u70b9\u775b\u7684\u4f5c\u7528，\u4e3a\u4ec0\u4e48，\u82b1\u67aa\u4ee3\u8868\u4e86\u4ec0\u4e48，\u5b83\u5728\u60c5\u8282\u4e0a\u6709\u4ec0\u4e48\u4f5c\u7528	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:05:40,530 --> 00:05:51,950	45162	\u8fd8\u6709\u9152\u846b\u82a6\u5b83\u53c8\u6709\u4ec0\u4e48\u4f5c\u7528，\u8981\u5b83\u662f\u5fc5\u4e0d\u53ef\u5c11，\u5e76\u4e0d\u662f\u8bf4\u4f60\u8981\u8bf4\u660e\u5b83\u7684\u7406\u7531，\u5bf9\u5427，\u6709\u6ca1\u6709\u4ec0\u4e48\u60f3\u6cd5	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:05:55,770 --> 00:06:03,770	45163	\u4f60\u770b\u90a3\u4e2a\u82b1\u67aa\u4e3a\u4ec0\u4e48\u5fc5\u4e0d\u53ef\u5c11，\u4f60\u4e5f\u53ef\u4ee5\u4ece\u53cd\u9762\u6765\u8bf4，\u5982\u679c\u6ca1\u6709\u82b1\u67aa\u5c31\u4f1a\u600e\u4e48\u6837，\u5c31\u4e0d\u4f1a\u600e\u4e48\u6837，\u8fd9\u6837\u6765\u8bf4\u4e5f	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:12,870 --> 00:06:23,410	45165	\u4ec5\u4ec5\u662f\u56e0\u4e3a\u753b\u9762\u7684\u597d\u770b\u5417，\u8fd8\u6709\u4ec0\u4e48\u4f5c\u7528，\u4f60\u770b\u6797\u6797\u51b2\u662f\u4e0d\u662f\u968f\u8eab\u643a\u5e26\u7684\u82b1\u67aa，\u5bf9\u4e0d\u5bf9	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:26,200 --> 00:06:31,830	45167	\u4e5f\u8868\u73b0\u51fa\u4ed6\u662f\u4e00\u4e2a\u5fc3\u601d\u5f88\u7f1c\u5bc6\u8fd9\u6837\u7684\u6027\u683c	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_53	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u8bed\u6587
00:26:57,010 --> 00:27:07,920	45734	\u4ed6\u5e76\u4e14\u6b63\u5e38\u7684\u7ec6\u80de\u51bb\u5b58\u540e，\u4ecd\u7136\u8bb0\u5f97\u4e4b\u524d\u590d\u5236\u4e86\u591a\u5c11\u6b21，\u7ee7\u7eed\u590d\u5236\u7684\u6b21\u6570\u7d2f\u79ef\u548c\u672a\u51bb\u5b58\u7684\u7ec6\u80de\u662f\u4e00\u6837\u7684	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_56	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:27:08,640 --> 00:27:16,990	45735	\u4ec0\u4e48\u610f\u601d，\u8fd9\u4e2a\u7ec6\u80de\u6b63\u5728\u5206\u88c2，\u7136\u540e\u4f60\u628a\u5b83\u51bb\u8d77\u6765，\u7136\u540e\u518d\u89e3\u51bb\u4e86\u53d1\u73b0\u600e\u4e48\u6837，\u4ed6\u80fd\u8bb0\u4f4f\u4ed6\u4e4b\u524d\u5206\u88c2\u4e86\u591a\u5c11\u6b21，\u5bf9\u4e0d\u5bf9	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_56	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:27:17,080 --> 00:27:20,310	45737	\u8fd8\u6709\u4e00\u4e2a\u4e8b\u5b9e\u6211\u7ed9\u5927\u5bb6\u8bb2\u4e00\u4e0b，\u591a\u5229\u7f8a\u5927\u5bb6\u77e5\u9053\u5417	\u6559\u5e08	\u6fc0\u53d1\u5174\u8da3	video_high_56	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:27:20,610 --> 00:27:33,540	45738	\u591a\u5229\u7f8a\u4ed6\u5df2\u7ecf\u6b7b\u4ea1\u4e86\u5bf9\u5417，\u5df2\u7ecf\u6b7b\u4ea1\u4e86\u90a3\u4e48\u5f53\u65f6\u591a\u5229\u7f8a\u662f\u901a\u8fc7\u51e0\u53ea\u7f8a\u8ba9\u5b83\u4ea7\u751f\u7684	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_56	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:27:36,050 --> 00:27:42,680	45741	\u4e00\u4e2a\u9ed1\u8272\u7684\u6bcd\u7f8a，\u8fd9\u4e09\u53ea\u7f8a\u90fd\u662f\u6bcd\u7f8a，\u9ed1\u8272\u7684\u6bcd\u7f8a，\u548c\u767d\u8272\u7684\u6bcd\u7f8a	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_56	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:27:43,470 --> 00:27:45,500	45742	\u90a3\u4e48\u9ed1\u8272\u6bcd\u7f8a\u63d0\u4f9b\u7684\u662f\u4ec0\u4e48\u6765\u7740	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_56	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:27:50,110 --> 00:27:53,900	45744	\u767d\u8272\u6bcd\u7f8a\u63d0\u4f9b\u7684\u662f\u4e73\u817a\u7ec6\u80de\u7684\u7ec6\u80de\u6838\u5bf9\u5427	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_56	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:27:53,990 --> 00:28:05,470	45745	\u7136\u540e\u91cd\u7ec4\u91cd\u7ec4\u4e86\u4e00\u4e2a\u7ec6\u80de，\u7136\u540e\u628a\u8fd9\u4e2a\u7ec6\u80de\u5728\u4f53\u5916\u7ed9\u5b83\u53d8\u6210\u4e86\u4e00\u4e2a\u80da\u80ce，\u79fb\u690d\u5230\u4e86\u7b2c\u4e09\u53ea\u6bcd\u7f8a\u7684\u5b50\u5bab\u5185，\u6700\u540e\u4ea7\u751f\u4e86\u591a\u5229\u5bf9\u5427	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_56	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
